race,driver_number,qualifying_pace,best_race_lap,avg_top10_pace,entry_perf_s1,technical_perf_s2,exit_perf_s3,stint_consistency,pace_degradation,late_stint_perf,position_changes,positions_gained,finishing_position
roadamerica_r1,55,0.9972807162991212,0.9821148338798414,0.9958707403900321,1.0,0.9984064224360624,0.9896626797618662,2.9958409004071305,1.0,0.9872198949932861,0.6698788902542443,0.7142857142857143,1
roadamerica_r1,7,0.9972807162991212,0.9819649311321675,0.9951133335329518,0.9995396341752808,1.0,0.9862553870753261,3.138002852738087,1.0,0.9849203906119176,0.6148891916748358,0.6428571428571428,2
roadamerica_r1,13,0.9926523983680798,0.984218288182992,0.996575506777018,0.9990301931444143,0.9959683239460925,0.9895958534668335,2.7355094307390844,1.0,0.9884696586382964,0.6973737395439485,0.75,3
roadamerica_r1,21,0.9925016996587481,0.9789585806019658,0.9962887018250712,0.9941381315401567,0.9917380874117063,0.992153703465504,2.969227884306812,1.0,0.9867448614363362,0.6973737395439485,0.75,4
roadamerica_r1,47,0.9997938774967419,0.9792923727007592,0.9939050649568151,0.9996867153049067,0.9961222611630626,0.9852012095023105,3.3164032440891837,1.0,0.9831144615513956,0.4224252466469058,0.39285714285714285,5
roadamerica_r1,98,1.0,0.9797815505887657,0.9953636870069424,0.9910795545989045,0.9795140658894295,0.9859010910206405,2.5817379119244683,1.0,0.9852276237818406,0.36743554806749723,0.3214285714285714,6
roadamerica_r1,22,0.9994549575598052,0.9842905663841375,1.0,0.9711354591134473,0.9891028046316673,0.9925837628429585,2.766737656591707,1.0,0.9915358859257477,0.39493039735720153,0.35714285714285715,7
roadamerica_r1,88,0.9876514828073172,0.9901927587714169,0.9969163022023841,0.9918198001337467,0.990582046694436,0.9937225301363305,2.0686378065030655,1.0,0.9910466915941406,0.752363438123357,0.8571428571428572,8
roadamerica_r1,72,0.9978300108831258,0.9851104618758,0.9948392813310103,0.983673708324472,0.9850996788053675,0.985022422006904,1.9777223800450867,1.0,0.9884527488495514,0.36743554806749723,0.3214285714285714,9
roadamerica_r1,58,0.9884110748843081,0.9745395055744062,0.9921899723544128,0.9885335645176507,0.9873239533550974,0.9870019665418495,2.8777217379055813,1.0,0.9842473213632614,0.64238404096454,0.7142857142857143,10
roadamerica_r1,51,0.9887165392126563,0.9772217732870762,0.9915978923121908,0.9878464005673651,0.9816495152158361,0.9891323275123141,2.395588883272789,1.0,0.9846084142005547,0.5873943423851314,0.6428571428571428,11
roadamerica_r1,71,0.9937939512504627,0.9754023797106018,0.9885951239246574,0.9869436916534946,0.984588723398835,0.983503364154076,3.438269939241972,1.0,0.9785514615490366,0.39493039735720153,0.35714285714285715,12
roadamerica_r1,113,0.9913042904986683,0.974817113453298,0.990657938665522,0.9843969465410983,0.9815178113593147,0.9892004265831499,2.517960426764703,1.0,0.9835869901537961,0.47741494522631434,0.4642857142857143,13
roadamerica_r1,46,0.9891783435300311,0.9802293974963737,0.9946189575502191,0.9890062929862365,0.9902295167426982,0.9999999999999998,2.5203660265764607,1.0,0.9878652444751962,0.8623428352821743,0.5,14
roadamerica_r1,31,0.9909319168846918,0.98268488195904,0.9918642408614474,0.9839086939459439,0.9839667591663567,0.9908751375896191,2.0467714837849544,1.0,0.9817584673554424,0.4499200959366101,0.4285714285714286,15
roadamerica_r1,89,0.9928752542193816,0.9788632532210259,0.9886421780363878,0.9824726560932852,0.9812678192563261,0.9821061195168076,2.7284533408773624,1.0,0.9797021600428477,0.3124458494880886,0.25,16
roadamerica_r1,3,0.9823604351092674,0.9757396700983396,0.9889245967981907,0.9849415705625757,0.9790898572001814,0.9921228073025828,2.3850609383313213,1.0,0.9817486549615252,0.5598994930954272,0.6071428571428571,17
roadamerica_r1,5,0.98114254021076,0.9850561618834136,0.989460458857085,0.9840879957509842,0.9805584765035493,0.9903367931668288,1.9453441248278678,1.0,0.9853531406834798,0.6148891916748358,0.6785714285714286,18
roadamerica_r1,2,0.9972873307068859,1.0,0.9996270250434636,0.9563459584478661,0.9918081290008234,0.9751232261292622,1.964943364287106,1.0,1.0,0.11998190446015872,0.0,19
roadamerica_r1,41,0.9878461386854122,0.983682555991829,0.9892425108348811,0.9843869773587022,0.9724130058388455,0.9859183354950511,1.892797726974305,1.0,0.9867210721988331,0.39493039735720153,0.39285714285714285,20
roadamerica_r1,11,0.9836070935625462,0.9602039354284077,0.9773612205766448,0.985473899769568,0.9742649036198713,0.9777854281589179,2.9145741393381206,1.0,0.9671247605000894,0.4224252466469058,0.4285714285714286,21
roadamerica_r1,15,0.9816870144284129,0.9575229352336386,0.9790311557315232,0.982727661321214,0.9793379371743366,0.9768221852225599,3.3576759184927893,1.0,0.967569649455127,0.47741494522631434,0.5,22
roadamerica_r1,12,0.9598358196569577,0.9543412862762781,0.9708855286528933,0.9769423574398473,0.9827958162843514,0.9680994984912459,2.5187161087285053,1.0,0.9624105824522621,0.5324046438057229,0.5714285714285714,23
roadamerica_r1,86,0.9682726734152436,0.9522676139727648,0.9695655979228053,0.97737457865451,0.9757960946344454,0.9726652357495654,3.178435264245659,1.0,0.9599341715643828,0.47741494522631434,0.5,24
roadamerica_r1,8,0.9526781301874121,0.949171146821205,0.9697127084074952,0.9757564712986457,0.9780025766495468,0.9712741337306247,2.5337280062681775,1.0,0.9602044227735099,0.5049097945160186,0.5357142857142857,25
roadamerica_r1,57,0.9463703535868485,0.9239527562673775,0.9446573130798617,0.9584601288232067,0.9521317103515149,0.9520066622407631,3.2810874269623556,1.0,0.9329468327403485,0.5049097945160186,0.5357142857142857,26
roadamerica_r1,18,0.9408691299314833,0.9227918184686881,0.9400294167562367,0.9582914969195255,0.9374485687863063,0.9514121154205701,2.3145122540508347,1.0,0.9326846202198708,0.5324046438057229,0.5357142857142857,27
roadamerica_r1,80,0.9823155116546463,0.934382134744645,0.8636238429595289,0.4453795611021861,0.9458130335672462,0.8173828122276684,2.1427510855927165,-0.22728552452671363,0.5524596447506327,0.14747675374986297,0.25,28
