race,driver_number,qualifying_pace,best_race_lap,avg_top10_pace,stint_consistency,sector_consistency,braking_consistency,pace_degradation,late_stint_perf,early_vs_late_pace,position_changes,positions_gained,performance_normalized,finishing_position
sonoma_r1,46,1.0,0.996386283939932,0.9991619489145456,3.5078777968380273,0.8874854797727877,0.9789907681627971,1.0,0.998816889432029,1.007535980653219,0.4585941179966233,0.5,1.0,1
sonoma_r1,13,0.9991379465167651,0.99949876481329,1.0,2.4340938284168034,0.8989666782641045,1.0,1.0,1.0,1.011162695031293,0.4748940922943216,0.5,0.9666666666666667,2
sonoma_r1,55,0.9973557067433958,0.9971692637406796,0.9985743689354991,2.59451064625414,0.8932757663951559,0.9283379069836245,1.0,0.9993463273507995,1.0092582921935405,0.44229414369892506,0.5,0.9333333333333333,3
sonoma_r1,2,0.9971411928126539,0.9966886530583101,0.9985298834598525,2.275977572197202,0.908176720632877,0.9371752132654322,1.0,0.9995288687615486,1.0148014765265634,0.4585941179966233,0.532258064516129,0.9,4
sonoma_r1,16,0.9962305371260755,0.995977488204497,0.9982097050021377,2.026536078717233,0.9058022725920281,0.8640265924744237,1.0,0.9982347111188729,1.0141271417166486,0.49119406659201986,0.564516129032258,0.8666666666666667,5
sonoma_r1,78,0.9922681101905771,0.9968577039814318,0.9984942979330006,1.8139253003116647,0.9080938769579794,0.8350968844936416,1.0,0.999229491330664,1.016371394525637,0.49119406659201986,0.5967741935483871,0.8333333333333334,6
sonoma_r1,98,0.9919231180686802,0.9943722172751559,0.9963017948740743,1.6934906800934162,0.9112934409619021,0.8165377975960628,1.0,0.9959392947312932,1.0171549093807175,0.5074940408897182,0.6290322580645161,0.8,7
sonoma_r1,88,0.991693256564288,0.9929133508202552,0.9930618321016534,1.327891798334132,0.9226229613853084,0.7970153283741525,1.0,0.9915431955539351,1.0155748308297392,0.5563939637828129,0.6612903225806451,0.7666666666666667,8
sonoma_r1,71,0.989778944091091,0.9903157147924797,0.9920596983216485,1.12182053682528,0.9248629317877428,0.730555503465288,1.0,0.9908512954592128,1.02211439627547,0.5889939123782094,0.7258064516129032,0.7333333333333333,9
sonoma_r1,31,0.9911455549616961,0.9929663255052953,0.9919455483665396,1.3145764172030994,0.931612981090062,0.7745409993353009,1.0,0.9886593735884808,1.0161448593403608,0.5074940408897182,0.6290322580645161,0.7,10
