race,driver_number,qualifying_pace,best_race_lap,avg_top10_pace,stint_consistency,sector_consistency,braking_consistency,pace_degradation,late_stint_perf,early_vs_late_pace,position_changes,positions_gained,performance_normalized,finishing_position
barber_r2,13,1.0,0.9995274781715461,0.9990152129089174,0.9448915192463299,1.0,1.0,-49.58265795101166,0.9995968560898716,0.994987755311374,0.47442684855658845,0.5,1.0,1
barber_r2,22,0.9960567741935483,1.0,1.0,0.9089360341902865,0.7972806644018127,0.6163173761514668,-50.92333369551861,1.0,0.9962243266510884,0.47442684855658845,0.5454545454545454,0.9523809523809523,2
barber_r2,2,0.9922873625865101,0.9961710927742173,0.9941100812543383,0.9260997809152997,0.588982867259072,0.4346261543663817,1.0,0.9965060366001316,0.9988305880675161,0.5908959393907179,0.6818181818181819,0.9047619047619048,3
barber_r2,72,0.996355037895215,0.9934555107458268,0.9925396712155647,0.8007419651404754,0.6880126278019902,0.587564080384481,-173.311161764349,0.993498767007536,0.9961707749840258,0.4356038182785453,0.40909090909090906,0.8571428571428571,4
barber_r2,46,0.9917264486423153,0.9938106424267185,0.9933799828634379,0.7590118696293042,0.5739353762746177,0.4039400101355072,-287.04202575026426,0.9947207094846446,0.9971562725985679,0.5908959393907179,0.6363636363636364,0.8095238095238095,5
barber_r2,47,0.9943631492168178,0.9932222766617671,0.9928331124477521,0.53565102307752,0.5051685996414491,0.4318581115412935,-61.82524169864712,0.991837677120381,0.994213076725242,0.5132498788346316,0.5,0.7619047619047619,6
barber_r2,21,0.9900271892474221,0.9921487856108653,0.9914988495449084,1.0,0.4973719705531549,0.315615201898591,1.0,0.9946247424334594,1.000018279400639,0.5908959393907179,0.7272727272727273,0.7142857142857143,7
barber_r2,7,0.989834229206844,0.9905025601351833,0.9897455181104923,0.9399656448550352,0.456451967376808,0.31290709369307496,-155.52342553922125,0.9918165845557149,0.9979629164542063,0.5908959393907179,0.7272727272727273,0.6666666666666666,8
barber_r2,88,0.9852658879268092,0.9911179921773142,0.990107767385116,0.9442425626579395,0.3930929862571179,0.25802491299425423,-294.4504810618434,0.9923522116577099,1.000228429031253,0.7461880605028907,0.8636363636363636,0.6190476190476191,9
barber_r2,111,0.9910440096543931,0.9898274739583334,0.9895846035036377,0.6173538466157866,0.5271512743272293,0.4087676307248181,-243.13283062268513,0.9919260747678695,1.0003811683594828,0.4356038182785453,0.45454545454545453,0.5714285714285714,10
barber_r2,5,0.988688176890683,0.9910271426388959,0.9897354594144131,0.8085851145014564,0.3930595865583565,0.2759395902121419,-109.51524953283504,0.99156253986381,0.9989403993645436,0.6297189696687612,0.6818181818181819,0.5238095238095238,11
barber_r2,41,0.9901186176325726,0.9934555107458268,0.993187496813013,0.753701536722858,0.08554313631081424,0.10511404289089794,1.0,0.9953990676175466,1.0048184728354044,0.47442684855658845,0.45454545454545453,0.47619047619047616,12
barber_r2,51,0.9861318344404701,0.989414815191418,0.9858280947898003,0.4492107067828873,0.3126850827796022,0.26016444928642396,-24.955057596776356,0.9800959477391038,0.9887428276511125,0.6297189696687612,0.6363636363636364,0.42857142857142855,13
barber_r2,3,0.9835285243963345,0.9836635665183987,0.9818722589101174,0.9245150891657641,0.370747277114685,0.23597272135286632,-92.70163399005665,0.9836168308866878,0.9984464466679575,0.6297189696687612,0.6818181818181819,0.38095238095238093,14
barber_r2,98,0.9955121327170683,0.996018138454137,0.9937144781282206,0.6200718746178931,0.047330759032593754,0.10339514219720115,-3.6394618310945814,0.9391897723284409,0.9386211371356599,0.08619654577615671,0.0,0.3333333333333333,15
barber_r2,18,0.956379963129621,0.9701683018265934,0.967984653307888,0.34707564521248435,0.15456235413014233,0.20851425003127683,-13.624916095850727,0.9555878831873225,0.9839672862453532,0.7163241910582421,0.7727272727272727,0.2857142857142857,16
barber_r2,31,0.9908811780532136,0.9940949306307595,0.99299508534372,0.30465061012527067,0.02637050617860042,0.09590098248908868,-6.49154199994843,0.9006038637347966,0.9078723788864786,0.31316195355548604,0.18181818181818182,0.23809523809523808,17
barber_r2,80,0.98122820040879,0.9827694172305829,0.9803303771856534,0.487618148629905,0.026505312638154095,0.09007516306178928,1.0,0.9812005782587919,0.9967419736613974,0.5953755198074153,0.5909090909090909,0.19047619047619047,18
barber_r2,58,0.9758201529064358,0.9844597329016592,0.9809228351849799,0.2435131399424767,0.02267688641132925,0.08056921226538448,1.0,0.9848571540620417,1.001106909142045,0.5147430723068641,0.5909090909090909,0.14285714285714285,19
barber_r2,55,0.9945066270896459,0.9950098167539267,0.9938970250548553,0.7612574378998164,0.6118958237169186,0.4633488107741411,1.0,0.9969029701357837,0.9992521571573485,0.47442684855658845,-0.18181818181818177,0.09523809523809523,20
barber_r2,93,0.9814876974560841,0.9832560301532928,0.9805574014780806,1.0311618007249685,0.012093211546884738,0.03907820316869642,1.0,0.9645689298587722,1.3448294774470173,0.3832771252950958,0.40909090909090906,0.047619047619047616,21
barber_r2,113,0.9888502884782897,0.9890427110650322,0.9883994722419568,0.6018329149883171,0.00975654445955401,0.09799821476051156,-0.4935369393255311,0.7037897629691494,0.9087195707033577,0.1098279555106178,0.13636363636363635,0.0,22
