race,driver_number,qualifying_pace,best_race_lap,avg_top10_pace,stint_consistency,sector_consistency,braking_consistency,pace_degradation,late_stint_perf,early_vs_late_pace,position_changes,positions_gained,performance_normalized,finishing_position
sebring_r1,13,1.0,1.0,1.0,0.8472568764457352,1.0,0.887158726070633,-176.1920652402579,1.0,0.9933977478587124,0.5245346255188295,0.5,1.0,1
sebring_r1,46,0.9992026015989571,0.998105865639991,0.997117446959658,0.8846487578943469,0.8149572979298414,0.684524696433101,-243.88325796505453,0.997504491623886,0.9954477078752095,0.5646743890535724,0.5909090909090909,0.9523809523809523,2
sebring_r1,7,0.9997710511527227,0.9948900016417667,0.99640960532962,0.9394602872808462,0.9890191906442328,1.0,-207.341079672049,0.9962406379476483,0.9945610418939397,0.4041153349146008,0.45454545454545453,0.9047619047619048,3
sebring_r1,16,0.9995214083080742,0.9953530071997593,0.9967089541028827,0.8093884009520025,0.853727308399085,0.771047059429675,-282.6831973315846,0.9972150793265734,0.997107030152721,0.4442550984493437,0.45454545454545453,0.8571428571428571,4
sebring_r1,78,0.993594561237787,0.9944206272691845,0.9960356721275682,1.0,0.6802317433046166,0.577773175159428,-736.4941340782017,0.9989288304033316,0.998283381320112,0.5646743890535724,0.6363636363636364,0.8095238095238095,5
sebring_r1,72,0.9958260773419575,0.9953257596496031,0.9962463999563217,0.7732030753700434,0.7675256676389257,0.6449561733009423,-158.89986495987804,0.9950830688312268,0.9920951692918103,0.4442550984493437,0.5,0.7619047619047619,6
sebring_r1,2,0.9959499619876977,0.9938701873795565,0.993398935663441,0.43485730170484094,0.6900537027567426,0.6668679473714753,-118.71350815024773,0.9909169800404976,0.9910352347209963,0.4442550984493437,0.40909090909090906,0.7142857142857143,7
sebring_r1,55,0.9953789725984817,0.9920939179786625,0.9938994498611035,0.45668065002999203,0.5509762013941396,0.5750309541848402,-135.64301392832022,0.9924413837859136,0.9930290463694591,0.4843948619840866,0.45454545454545453,0.6666666666666666,8
sebring_r1,15,0.9917073271442236,0.9903442170848797,0.9889168902257269,0.7239440737646586,0.5749522167236382,0.5796432995617988,-233.15218694221045,0.9896535519209883,0.9965771451665855,0.5646743890535724,0.5,0.6190476190476191,9
sebring_r1,21,0.9880558945737283,0.9873523421588595,0.986831075417106,0.5654819593160857,0.5434481190539845,0.5590051630831058,-240.33463758819923,0.9856083231193286,0.9950944298166147,0.5646743890535724,0.6818181818181819,0.5714285714285714,10
sebring_r1,113,0.9911480077859014,0.9867494402605335,0.9871113455322487,0.81938352041464,0.4513416877897905,0.4906421477493767,-1935.0237292742283,0.990857744498931,1.0004739056742196,0.7653732067272869,0.5,0.5238095238095238,11
sebring_r1,71,0.9878865573006285,0.9845717457824474,0.985605098981824,0.7069354822291715,0.4780715632969281,0.4112324165171237,-518.9118959107653,0.9882621748922481,0.9990709108466647,0.6449539161230582,0.6363636363636364,0.47619047619047616,12
sebring_r1,3,0.9808264305306933,0.978694911946596,0.9806195041011414,0.7113559282472394,0.44469131330171185,0.41346979329797,-491.70826771654623,0.983740257651728,0.997041285906541,0.725233443192544,0.7727272727272727,0.42857142857142855,13
sebring_r1,88,0.9886185108703853,0.9881036497540562,0.9837055406552825,0.2522346041319313,0.42731225876330775,0.4350884476622524,-58.85085313228501,0.973724928013826,0.9810122090921072,0.323835807845115,0.40909090909090906,0.38095238095238093,14
sebring_r1,80,0.9770491358677595,0.979017730926128,0.9804746008610787,0.4982924947992061,0.3973050760130991,0.35714358063333523,-618.5821175652665,0.9818389225452833,0.9968384312581029,0.725233443192544,0.7727272727272727,0.3333333333333333,15
sebring_r1,11,0.9798660456260836,0.9820520611769473,0.9802770745334524,0.338953827547963,0.38652166684776146,0.38611114844169675,-104.17343771721296,0.976476501681336,0.989363191076287,0.5245346255188295,0.6818181818181819,0.2857142857142857,16
sebring_r1,47,0.9858725174284559,0.9845184262543664,0.9814568289698387,0.42647086449031424,0.14888647897891835,0.460521733809167,1.0,0.9770957528737271,0.9898984563531343,0.4041153349146008,0.45454545454545453,0.23809523809523808,17
sebring_r1,51,0.9746173667800644,0.977471452862779,0.9760102698510337,0.46925534712525657,0.20688179070689583,0.41138283134156406,-60.26345693957094,0.9611950963785896,0.9845498368080967,0.5646743890535724,0.6818181818181819,0.19047619047619047,18
sebring_r1,41,0.9850974816111125,0.9870909942377782,0.9865242954652971,0.2573123458153313,0.07618944116744761,0.0588974983399209,-11.870113674732696,0.9047649651847556,0.9018192664295828,0.283696044310372,0.40909090909090906,0.14285714285714285,19
sebring_r1,98,0.9912639123914867,0.9892798596042527,0.9847141835647119,0.17601780324002841,0.03400004706332703,0.03282828496003722,1.0,0.9883448628052154,1.210314976252657,0.016884674932375,0.04545454545454547,0.09523809523809523,20
sebring_r1,31,0.9882523985543522,0.9878754533969109,0.9864509632993426,0.5966291638467722,0.2172651936759829,0.3659079249817096,-27.81636737343144,0.9670703183997719,0.9744266171254852,0.3880594295007036,0.13636363636363635,0.047619047619047616,21
sebring_r1,5,0.9835107835107834,0.9841786499746237,0.9852591792656588,1.0201800390269289,0.029812231021678088,0.022698804532006973,1.0,0.96086647027804,,0.6288980107091611,0.3181818181818182,0.0,22
